user_id,item_id,clicked,purchased,watch_time,skip_after_seconds,rewatched,session_id,timestamp
U0004,P00137,1,0,264.99,224.42,0,S00047,2025-09-15 11:30:31.847798
U0004,P00288,1,0,88.86,39.86,0,S00048,2025-09-14 11:30:31.847819
U0004,P00443,1,0,79.37,29.18,0,S00049,2025-09-10 11:30:31.847839
U0005,P00403,1,0,240.41,180.48,0,S00050,2025-08-24 11:30:31.848179
U0005,P00440,1,1,143.83,41.4,0,S00051,2025-09-09 11:30:31.848201
U0005,P00423,1,1,106.36,90.7,0,S00052,2025-09-02 11:30:31.848222
U0005,P00471,1,0,268.48,39.3,0,S00053,2025-09-09 11:30:31.848243
U0005,P00144,0,0,268.09,104.83,1,S00054,2025-09-12 11:30:31.848264
U0005,P00163,1,0,213.99,42.67,0,S00055,2025-08-27 11:30:31.848285
U0005,P00173,0,0,127.49,92.28,0,S00056,2025-09-10 11:30:31.848306
U0005,P00189,1,0,148.02,47.78,0,S00057,2025-08-29 11:30:31.848326
U0005,P00293,1,0,138.68,59.68,0,S00058,2025-09-12 11:30:31.848347
U0005,P00172,1,0,137.04,56.17,0,S00059,2025-09-09 11:30:31.848367
U0006,P00391,1,0,85.63,35.17,0,S00060,2025-09-11 11:30:31.848698
U0006,P00260,1,0,226.71,168.07,0,S00061,2025-08-31 11:30:31.848720
U0006,P00165,1,0,273.55,262.27,0,S00062,2025-09-06 11:30:31.848742
U0006,P00443,0,0,90.43,35.35,0,S00063,2025-09-07 11:30:31.848763
U0006,P00029,1,0,100.33,45.87,0,S00064,2025-08-28 11:30:31.848783
U0006,P00172,1,1,75.99,19.35,0,S00065,2025-09-03 11:30:31.848804
U0006,P00466,1,1,205.19,44.02,0,S00066,2025-09-10 11:30:31.848825
U0006,P00288,0,1,296.25,203.71,0,S00067,2025-09-07 11:30:31.848846
U0006,P00049,1,0,175.28,51.98,0,S00068,2025-09-13 11:30:31.848867
U0006,P00168,1,0,39.51,31.95,0,S00069,2025-09-04 11:30:31.848887
U0006,P00150,1,0,230.69,228.23,0,S00070,2025-09-17 11:30:31.848908
U0007,P00104,1,1,60.36,24.79,0,S00071,2025-09-09 11:30:31.849243
U0007,P00205,0,0,25.16,13.88,0,S00072,2025-08-26 11:30:31.849265
U0007,P00194,1,1,243.5,34.21,0,S00073,2025-09-20 11:30:31.849287
U0007,P00188,1,0,231.6,220.83,1,S00074,2025-09-12 11:30:31.849308
U0007,P00039,1,0,32.11,10.6,0,S00075,2025-08-25 11:30:31.849328
U0007,P00253,1,0,192.69,113.86,0,S00076,2025-09-16 11:30:31.849349
U0007,P00281,1,0,256.86,196.08,0,S00077,2025-08-28 11:30:31.849370
U0007,P00014,1,0,119.92,82.29,0,S00078,2025-08-26 11:30:31.849393
U0007,P00312,1,1,14.24,0.02,0,S00079,2025-08-26 11:30:31.849414
U0007,P00141,0,0,286.08,189.22,0,S00080,2025-09-04 11:30:31.849434
U0007,P00359,1,1,222.41,73.11,0,S00081,2025-09-11 11:30:31.849455
U0007,P00172,1,0,156.93,101.17,0,S00082,2025-09-06 11:30:31.849475
U0007,P00393,1,0,153.93,77.84,0,S00083,2025-08-25 11:30:31.849496
U0007,P00296,1,0,294.38,112.75,0,S00084,2025-09-11 11:30:31.849517
U0008,P00345,1,0,39.76,8.29,0,S00085,2025-09-16 11:30:31.849843
U0008,P00132,1,0,292.08,144.03,0,S00086,2025-08-27 11:30:31.849865
U0008,P00340,1,0,50.7,9.69,0,S00087,2025-09-11 11:30:31.849886
U0008,P00476,0,0,162.53,51.44,0,S00088,2025-09-04 11:30:31.849907
U0008,P00178,1,0,282.27,17.21,0,S00089,2025-09-10 11:30:31.849928
U0008,P00303,1,0,191.2,42.85,0,S00090,2025-09-18 11:30:31.849948
U0009,P00355,1,1,230.7,104.56,0,S00091,2025-09-05 11:30:31.850274
U0009,P00395,0,0,278.12,67.62,1,S00092,2025-09-17 11:30:31.850296
U0009,P00033,1,0,262.15,126.52,0,S00093,2025-09-05 11:30:31.850317
U0009,P00159,0,0,241.99,88.04,0,S00094,2025-09-18 11:30:31.850339
U0009,P00352,1,0,111.64,19.6,1,S00095,2025-09-02 11:30:31.850359
U0009,P00017,1,0,40.64,16.6,0,S00096,2025-09-01 11:30:31.850380
U0009,P00401,1,0,64.2,59.61,0,S00097,2025-09-05 11:30:31.850400
U0009,P00259,1,1,225.46,94.01,0,S00098,2025-09-07 11:30:31.850421
U0009,P00131,0,0,255.41,113.36,0,S00099,2025-09-11 11:30:31.850442
U0010,P00034,0,1,95.99,34.72,0,S00100,2025-08-27 11:30:31.850768
U0010,P00029,1,0,284.41,77.35,0,S00101,2025-09-12 11:30:31.850790
U0010,P00164,0,0,290.76,35.75,0,S00102,2025-09-22 11:30:31.850811
U0010,P00442,0,0,85.63,15.88,0,S00103,2025-09-12 11:30:31.850831
U0010,P00422,1,0,223.43,135.38,0,S00104,2025-09-21 11:30:31.850852
U0010,P00462,1,1,128.25,101.4,0,S00105,2025-09-09 11:30:31.850872
U0010,P00191,1,0,115.87,89.45,0,S00106,2025-08-28 11:30:31.850893
U0011,P00221,1,1,254.84,126.25,0,S00107,2025-09-06 11:30:31.851215
U0011,P00209,1,0,52.1,3.6,0,S00108,2025-09-11 11:30:31.851239
U0011,P00276,1,1,167.41,57.61,0,S00109,2025-08-29 11:30:31.851259
U0011,P00105,1,0,102.61,65.12,0,S00110,2025-09-17 11:30:31.851281
U0011,P00351,1,0,219.58,19.88,0,S00111,2025-08-29 11:30:31.851301
U0011,P00196,0,0,217.99,166.88,1,S00112,2025-09-14 11:30:31.851322
U0011,P00208,1,0,37.43,15.37,0,S00113,2025-09-22 11:30:31.851342
U0011,P00157,1,0,129.54,31.57,0,S00114,2025-09-11 11:30:31.851363
U0011,P00230,1,0,280.95,126.57,0,S00115,2025-09-02 11:30:31.851383
U0011,P00106,0,0,223.16,107.09,0,S00116,2025-09-11 11:30:31.851404
U0011,P00096,1,1,38.57,37.46,0,S00117,2025-09-11 11:30:31.851424
U0011,P00426,1,1,18.65,14.36,0,S00118,2025-09-18 11:30:31.851445
U0011,P00022,1,1,61.05,40.65,0,S00119,2025-09-09 11:30:31.851465
U0012,P00098,1,1,299.15,150.27,0,S00120,2025-08-24 11:30:31.851788
U0012,P00344,1,1,45.93,9.82,0,S00121,2025-09-15 11:30:31.851810
U0012,P00169,1,0,217.26,183.45,0,S00122,2025-09-03 11:30:31.851836
U0012,P00136,1,0,232.74,53.74,1,S00123,2025-09-15 11:30:31.851857
U0012,P00035,1,0,61.29,11.34,0,S00124,2025-09-02 11:30:31.851878
U0012,P00301,1,0,127.6,96.84,0,S00125,2025-09-13 11:30:31.851899
U0012,P00269,1,0,178.87,37.89,0,S00126,2025-09-01 11:30:31.851919
U0012,P00294,1,0,173.02,119.13,0,S00127,2025-09-17 11:30:31.851939
U0012,P00488,1,0,271.28,117.11,0,S00128,2025-09-07 11:30:31.851959
U0012,P00102,1,0,83.36,62.23,0,S00129,2025-08-31 11:30:31.851980
U0012,P00499,1,0,297.78,239.1,0,S00130,2025-09-01 11:30:31.852000
U0012,P00226,1,1,274.25,195.88,1,S00131,2025-08-31 11:30:31.852021
U0012,P00486,1,1,155.59,110.23,0,S00132,2025-08-26 11:30:31.852041
U0012,P00047,1,0,128.4,14.1,0,S00133,2025-09-18 11:30:31.852062
U0013,P00419,0,0,32.82,23.09,0,S00134,2025-09-14 11:30:31.852386
U0013,P00429,1,1,188.79,102.5,0,S00135,2025-09-18 11:30:31.852408
U0013,P00370,1,0,293.37,284.41,0,S00136,2025-08-29 11:30:31.852429
U0013,P00087,0,1,84.31,10.15,0,S00137,2025-09-12 11:30:31.852450
U0013,P00441,1,0,148.71,13.41,1,S00138,2025-09-13 11:30:31.852470
U0013,P00126,1,0,54.13,18.29,0,S00139,2025-09-09 11:30:31.852491
U0013,P00401,0,0,245.85,17.18,0,S00140,2025-09-03 11:30:31.852511
U0013,P00437,1,0,176.85,122.57,0,S00141,2025-09-14 11:30:31.852531
U0013,P00222,0,0,179.53,74.5,0,S00142,2025-08-27 11:30:31.852552
U0013,P00403,1,1,39.76,25.34,0,S00143,2025-08-30 11:30:31.852572
U0014,P00059,1,0,137.71,66.04,0,S00144,2025-08-26 11:30:31.852893
U0014,P00220,1,0,224.03,141.14,0,S00145,2025-09-02 11:30:31.852915
U0014,P00312,1,1,123.61,99.39,0,S00146,2025-08-29 11:30:31.852935
U0014,P00244,1,0,79.86,34.22,1,S00147,2025-09-05 11:30:31.852956
U0014,P00018,1,0,164.98,9.83,0,S00148,2025-09-14 11:30:31.852977
U0014,P00398,0,0,279.63,161.32,0,S00149,2025-09-14 11:30:31.852997
U0014,P00382,1,0,151.2,150.38,0,S00150,2025-09-19 11:30:31.853018
U0014,P00261,1,1,125.55,26.0,0,S00151,2025-08-27 11:30:31.853038
U0014,P00373,1,0,210.97,151.65,0,S00152,2025-09-21 11:30:31.853059
U0015,P00317,1,0,25.92,13.24,1,S00153,2025-09-14 11:30:31.853384
U0015,P00025,1,0,282.71,1.08,0,S00154,2025-09-20 11:30:31.853406
U0015,P00269,1,0,205.1,66.92,0,S00155,2025-09-05 11:30:31.853427
U0015,P00388,1,0,228.61,189.15,0,S00156,2025-09-21 11:30:31.853448
U0015,P00236,0,0,237.73,0.07,0,S00157,2025-08-26 11:30:31.853469
U0015,P00235,1,0,44.95,34.09,0,S00158,2025-09-03 11:30:31.853490
U0015,P00280,1,0,187.19,44.87,0,S00159,2025-09-06 11:30:31.853511
U0015,P00066,0,0,208.44,179.08,0,S00160,2025-09-19 11:30:31.853531
U0015,P00252,1,0,131.83,125.5,1,S00161,2025-08-31 11:30:31.853554
U0015,P00303,1,0,128.25,93.91,1,S00162,2025-08-26 11:30:31.853575
U0016,P00301,1,0,202.98,201.87,0,S00163,2025-09-09 11:30:31.853899
U0016,P00453,0,0,93.25,68.38,0,S00164,2025-09-19 11:30:31.853921
U0016,P00322,1,0,150.25,146.12,0,S00165,2025-09-16 11:30:31.853942
U0016,P00466,1,0,207.01,176.81,0,S00166,2025-09-03 11:30:31.853962
U0016,P00485,0,1,100.52,58.92,1,S00167,2025-09-10 11:30:31.853983
U0016,P00140,1,0,44.61,35.61,0,S00168,2025-08-24 11:30:31.854003
U0016,P00248,1,1,289.87,179.97,0,S00169,2025-09-01 11:30:31.854024
U0017,P00436,1,0,242.26,135.92,0,S00170,2025-09-02 11:30:31.854347
U0017,P00487,1,0,250.09,85.82,0,S00171,2025-09-10 11:30:31.854369
U0017,P00307,1,0,217.27,80.12,0,S00172,2025-09-12 11:30:31.854391
U0017,P00147,0,0,195.12,104.62,0,S00173,2025-09-13 11:30:31.854411
U0017,P00122,0,0,152.34,140.52,0,S00174,2025-09-09 11:30:31.854433
U0017,P00068,1,0,46.79,11.11,0,S00175,2025-09-05 11:30:31.854453
U0017,P00275,1,0,264.45,200.9,0,S00176,2025-09-18 11:30:31.854474
U0017,P00359,1,0,104.18,89.73,1,S00177,2025-08-31 11:30:31.854495
U0018,P00409,1,0,47.24,27.62,1,S00178,2025-09-10 11:30:31.854817
U0018,P00143,1,0,155.18,127.53,0,S00179,2025-09-13 11:30:31.854839
U0018,P00249,1,0,172.48,119.76,0,S00180,2025-09-02 11:30:31.854860
U0018,P00465,0,0,264.02,235.99,0,S00181,2025-09-17 11:30:31.854881
U0018,P00197,1,0,141.73,41.05,0,S00182,2025-08-26 11:30:31.854902
U0018,P00111,1,0,82.09,79.87,0,S00183,2025-09-21 11:30:31.854922
U0018,P00079,1,0,12.22,10.3,0,S00184,2025-09-04 11:30:31.854943
U0018,P00268,1,0,78.97,21.92,0,S00185,2025-08-25 11:30:31.854963
U0018,P00105,1,0,110.19,55.18,0,S00186,2025-09-13 11:30:31.854984
U0018,P00225,0,0,61.08,10.53,0,S00187,2025-09-01 11:30:31.855004
U0018,P00091,1,0,13.44,8.16,0,S00188,2025-09-20 11:30:31.855025
U0019,P00109,1,0,249.73,130.82,0,S00189,2025-08-29 11:30:31.855347
U0019,P00050,1,0,12.26,10.53,0,S00190,2025-08-25 11:30:31.855368
U0019,P00488,1,0,127.05,58.24,0,S00191,2025-09-22 11:30:31.855389
U0019,P00436,0,0,136.04,112.16,0,S00192,2025-09-17 11:30:31.855410
U0019,P00332,0,0,169.05,23.31,1,S00193,2025-09-09 11:30:31.855431
U0020,P00260,1,0,175.13,169.29,1,S00194,2025-08-24 11:30:31.855750
U0020,P00500,1,0,210.51,90.83,0,S00195,2025-09-03 11:30:31.855771
U0020,P00492,1,0,83.09,79.12,0,S00196,2025-09-20 11:30:31.855792
U0020,P00160,1,0,271.42,15.26,0,S00197,2025-09-09 11:30:31.855813
U0020,P00447,0,0,126.71,125.23,0,S00198,2025-09-12 11:30:31.855834
U0021,P00477,1,0,155.25,107.44,0,S00199,2025-09-09 11:30:31.856155
U0021,P00065,1,0,135.7,48.94,0,S00200,2025-08-28 11:30:31.856177
U0021,P00265,1,0,294.04,184.27,0,S00201,2025-09-07 11:30:31.856198
U0021,P00102,1,0,185.03,62.3,0,S00202,2025-09-21 11:30:31.856219
U0021,P00053,0,1,194.92,114.79,0,S00203,2025-09-14 11:30:31.856240
U0022,P00426,0,0,173.22,1.71,0,S00204,2025-08-31 11:30:31.856561
U0022,P00438,1,0,22.68,0.17,0,S00205,2025-09-19 11:30:31.856586
U0022,P00307,0,0,146.79,24.37,0,S00206,2025-09-11 11:30:31.856607
U0022,P00356,1,1,223.58,154.52,0,S00207,2025-08-28 11:30:31.856627
U0022,P00451,1,0,188.35,95.63,0,S00208,2025-09-11 11:30:31.856648
U0022,P00387,0,0,29.87,0.53,0,S00209,2025-09-16 11:30:31.856668
U0022,P00360,1,1,101.04,57.71,0,S00210,2025-09-08 11:30:31.856689
U0022,P00423,1,0,120.2,37.3,1,S00211,2025-08-27 11:30:31.856710
U0022,P00002,1,1,70.3,17.54,0,S00212,2025-08-24 11:30:31.856730
U0022,P00302,1,1,50.27,12.53,0,S00213,2025-09-11 11:30:31.856751
U0022,P00231,0,0,195.35,128.52,0,S00214,2025-08-25 11:30:31.856773
U0022,P00310,1,0,124.94,10.99,0,S00215,2025-09-12 11:30:31.856793
U0022,P00368,1,0,112.6,110.15,0,S00216,2025-09-05 11:30:31.856814
U0023,P00453,1,0,38.27,7.13,0,S00217,2025-09-22 11:30:31.857138
U0023,P00384,1,0,27.69,16.76,0,S00218,2025-09-07 11:30:31.857159
U0023,P00446,1,0,54.11,22.4,0,S00219,2025-08-27 11:30:31.857180
U0023,P00093,1,0,27.26,21.41,0,S00220,2025-08-31 11:30:31.857201
U0023,P00199,1,1,230.22,11.42,0,S00221,2025-09-16 11:30:31.857222
U0023,P00397,1,0,117.35,14.51,0,S00222,2025-09-08 11:30:31.857242
U0023,P00347,1,0,33.12,23.22,0,S00223,2025-08-27 11:30:31.857262
U0023,P00048,1,0,172.96,27.44,0,S00224,2025-09-09 11:30:31.857284
U0023,P00445,1,0,184.26,58.69,0,S00225,2025-08-25 11:30:31.857306
U0023,P00462,1,0,185.46,145.03,0,S00226,2025-09-17 11:30:31.857326
U0023,P00295,1,0,240.46,74.88,0,S00227,2025-08-25 11:30:31.857346
U0024,P00153,1,0,37.56,27.88,0,S00228,2025-09-09 11:30:31.857669
U0024,P00166,1,0,252.66,239.31,0,S00229,2025-09-01 11:30:31.857691
U0024,P00173,1,0,200.46,60.04,0,S00230,2025-09-03 11:30:31.857712
U0024,P00336,1,0,209.54,17.29,0,S00231,2025-09-20 11:30:31.857733
U0024,P00313,1,0,181.89,101.73,0,S00232,2025-09-18 11:30:31.857753
U0024,P00306,1,0,35.84,29.03,0,S00233,2025-09-18 11:30:31.857774
U0024,P00255,0,0,175.62,136.4,1,S00234,2025-09-12 11:30:31.857794
U0024,P00132,0,0,52.74,27.84,0,S00235,2025-09-15 11:30:31.857815
U0024,P00085,1,0,99.85,62.71,0,S00236,2025-09-10 11:30:31.857835
U0024,P00174,1,0,55.8,3.24,0,S00237,2025-09-03 11:30:31.857855
U0024,P00156,1,1,182.65,70.37,0,S00238,2025-08-30 11:30:31.857876
U0025,P00258,1,0,279.33,197.17,0,S00239,2025-09-14 11:30:31.858198
U0025,P00434,1,0,64.64,11.08,0,S00240,2025-09-15 11:30:31.858220
U0025,P00036,1,0,275.51,57.37,0,S00241,2025-09-14 11:30:31.858241
U0025,P00221,1,0,187.28,126.64,0,S00242,2025-09-05 11:30:31.858262
U0025,P00121,1,0,168.3,36.76,0,S00243,2025-09-03 11:30:31.858282
U0025,P00049,1,0,70.75,6.3,0,S00244,2025-08-30 11:30:31.858303
U0025,P00086,1,0,44.6,33.19,0,S00245,2025-08-27 11:30:31.858323
U0025,P00184,1,0,273.18,75.54,0,S00246,2025-09-14 11:30:31.858343
U0025,P00029,1,1,273.23,89.44,0,S00247,2025-09-05 11:30:31.858364
U0025,P00323,0,0,78.97,52.53,0,S00248,2025-09-05 11:30:31.858384
U0025,P00160,1,0,236.08,44.54,0,S00249,2025-09-07 11:30:31.858404
U0025,P00022,1,0,128.13,79.89,0,S00250,2025-09-01 11:30:31.858424
U0025,P00278,0,0,255.26,75.48,0,S00251,2025-09-17 11:30:31.858445
U0026,P00377,1,1,65.17,49.96,0,S00252,2025-09-09 11:30:31.858769
U0026,P00144,1,0,89.03,46.5,0,S00253,2025-09-15 11:30:31.858791
U0026,P00237,1,0,97.04,23.25,0,S00254,2025-09-12 11:30:31.858812
U0026,P00033,0,0,77.79,4.15,0,S00255,2025-09-06 11:30:31.858832
U0026,P00103,1,0,93.94,66.17,0,S00256,2025-09-21 11:30:31.858853
U0026,P00455,0,0,279.75,209.55,0,S00257,2025-09-07 11:30:31.858873
U0026,P00349,1,0,295.97,161.09,0,S00258,2025-08-28 11:30:31.858893
U0026,P00016,1,1,73.39,0.22,0,S00259,2025-09-15 11:30:31.858914
U0026,P00071,1,0,197.53,82.48,0,S00260,2025-09-03 11:30:31.858934
U0026,P00403,1,0,213.28,98.77,0,S00261,2025-08-29 11:30:31.858954
U0026,P00427,1,0,20.07,2.39,0,S00262,2025-09-19 11:30:31.858974
U0027,P00235,0,1,138.59,136.03,0,S00263,2025-09-11 11:30:31.859297
U0027,P00236,1,0,245.37,129.35,0,S00264,2025-08-27 11:30:31.859320
U0027,P00363,1,0,226.53,106.33,0,S00265,2025-09-19 11:30:31.859345
U0027,P00435,0,0,158.13,107.91,0,S00266,2025-09-01 11:30:31.859366
U0027,P00028,1,0,47.82,1.8,0,S00267,2025-09-16 11:30:31.859395
U0027,P00324,0,0,111.44,102.03,0,S00268,2025-09-04 11:30:31.859418
U0027,P00162,1,0,242.37,63.59,1,S00269,2025-08-25 11:30:31.859437
U0028,P00438,0,0,60.72,33.78,0,S00270,2025-09-06 11:30:31.859793
U0028,P00466,0,1,174.69,88.34,0,S00271,2025-09-04 11:30:31.859815
U0028,P00301,1,0,128.05,50.41,0,S00272,2025-09-10 11:30:31.859835
U0028,P00149,1,0,114.37,97.94,0,S00273,2025-08-29 11:30:31.859858
U0028,P00412,0,1,260.28,102.96,0,S00274,2025-09-15 11:30:31.859878
U0028,P00231,1,0,75.91,21.4,1,S00275,2025-08-26 11:30:31.859903
U0028,P00294,1,1,74.07,22.26,0,S00276,2025-09-07 11:30:31.859930
U0028,P00081,1,0,280.77,174.51,0,S00277,2025-09-09 11:30:31.859948
U0029,P00350,1,0,102.62,92.89,0,S00278,2025-09-14 11:30:31.860300
U0029,P00373,0,0,72.56,46.15,0,S00279,2025-09-08 11:30:31.860324
U0029,P00049,1,0,210.1,97.72,0,S00280,2025-08-27 11:30:31.860344
U0029,P00412,1,0,278.6,41.37,0,S00281,2025-08-27 11:30:31.860368
U0029,P00087,1,0,155.21,136.64,0,S00282,2025-08-24 11:30:31.860388
U0030,P00062,0,1,163.18,9.17,0,S00283,2025-09-04 11:30:31.860746
U0030,P00106,0,0,279.25,95.08,0,S00284,2025-09-18 11:30:31.860775
U0030,P00343,1,0,109.1,33.86,0,S00285,2025-09-02 11:30:31.860796
U0030,P00419,1,0,247.48,162.44,0,S00286,2025-09-16 11:30:31.860816
U0030,P00374,0,0,267.62,235.62,0,S00287,2025-08-26 11:30:31.860840
U0030,P00495,1,0,189.18,33.34,0,S00288,2025-09-04 11:30:31.860860
U0030,P00469,1,0,57.61,1.6,1,S00289,2025-08-24 11:30:31.860885
U0030,P00023,1,1,75.33,20.93,0,S00290,2025-09-01 11:30:31.860911
U0030,P00290,1,0,167.26,16.31,0,S00291,2025-08-24 11:30:31.860930
U0031,P00432,1,0,64.77,43.6,0,S00292,2025-09-09 11:30:31.861283
U0031,P00469,0,0,157.54,152.39,0,S00293,2025-09-10 11:30:31.861309
U0031,P00049,1,0,167.0,79.84,0,S00294,2025-09-20 11:30:31.861328
U0031,P00129,0,1,86.43,19.46,0,S00295,2025-09-05 11:30:31.861352
U0031,P00100,1,0,81.99,50.55,0,S00296,2025-09-17 11:30:31.861373
U0031,P00467,1,0,287.44,131.96,0,S00297,2025-09-08 11:30:31.861395
U0031,P00319,0,0,213.5,168.13,0,S00298,2025-09-08 11:30:31.861422
U0031,P00229,0,0,57.32,21.57,0,S00299,2025-08-31 11:30:31.861443
U0031,P00075,0,0,14.33,10.49,1,S00300,2025-09-04 11:30:31.861462
U0031,P00016,1,0,27.15,3.41,0,S00301,2025-08-30 11:30:31.861486
U0031,P00347,0,0,98.38,61.89,0,S00302,2025-08-27 11:30:31.861506
U0031,P00167,1,0,242.27,229.36,0,S00303,2025-08-31 11:30:31.861529
U0031,P00457,1,0,298.86,159.99,0,S00304,2025-09-03 11:30:31.861555
U0031,P00137,1,1,189.58,140.11,0,S00305,2025-08-28 11:30:31.861576
U0032,P00159,1,0,45.62,21.74,0,S00306,2025-08-28 11:30:31.861926
U0032,P00102,1,0,244.33,36.03,0,S00307,2025-09-01 11:30:31.861954
U0032,P00308,1,1,206.41,175.63,1,S00308,2025-09-14 11:30:31.861973
U0032,P00210,0,0,251.07,109.78,0,S00309,2025-08-30 11:30:31.861994
U0032,P00170,0,0,116.62,40.8,0,S00310,2025-08-29 11:30:31.862017
U0032,P00056,1,0,290.45,26.46,0,S00311,2025-09-02 11:30:31.862037
U0032,P00367,1,0,212.68,123.57,0,S00312,2025-08-24 11:30:31.862063
U0032,P00023,1,0,116.63,37.19,0,S00313,2025-09-17 11:30:31.862090
U0032,P00218,1,0,55.93,52.49,0,S00314,2025-09-16 11:30:31.862109
U0032,P00340,1,0,288.42,154.31,0,S00315,2025-09-11 11:30:31.862131
U0032,P00421,1,0,12.01,5.23,0,S00316,2025-09-01 11:30:31.862152
U0033,P00342,1,1,214.57,76.19,0,S00317,2025-09-16 11:30:31.862522
U0033,P00498,1,0,174.94,129.49,0,S00318,2025-08-25 11:30:31.862551
U0033,P00499,0,0,75.94,1.08,0,S00319,2025-08-25 11:30:31.862573
U0033,P00005,1,1,83.97,7.85,0,S00320,2025-09-20 11:30:31.862596
U0033,P00448,1,0,138.94,117.37,0,S00321,2025-08-25 11:30:31.862616
U0033,P00349,1,0,289.16,279.22,0,S00322,2025-09-13 11:30:31.862637
U0033,P00144,1,0,227.17,197.78,0,S00323,2025-08-29 11:30:31.862657
U0033,P00332,1,0,118.87,75.33,0,S00324,2025-09-08 11:30:31.862675
U0033,P00398,1,1,173.85,48.78,0,S00325,2025-08-27 11:30:31.862700
U0034,P00158,1,0,249.39,197.51,0,S00326,2025-08-28 11:30:31.863061
U0034,P00333,1,0,205.56,144.85,0,S00327,2025-09-11 11:30:31.863131
U0034,P00050,0,0,136.8,73.46,0,S00328,2025-09-07 11:30:31.863167
U0034,P00023,0,0,293.45,135.22,0,S00329,2025-09-06 11:30:31.863191
U0034,P00227,1,0,259.41,82.97,0,S00330,2025-08-25 11:30:31.863218
U0034,P00190,1,0,38.92,17.72,1,S00331,2025-09-15 11:30:31.863247
